X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,catFFMC,catDMC,catDC,catISI,newArea,cat_newArea,dewpoint,newrain
2,5,sep,tue,91,129.5,692.6,7,17.6,46,3.1,0,7.04,extreme,extreme,extreme,low,2.084429083,2.084429083,7.6,no
8,6,mar,sun,89.3,51.3,102.2,9.6,11.5,39,5.8,0,7.19,high,extreme,low,low,2.102913898,2.102913898,-0.5,no
1,5,sep,mon,90.9,126.5,686.5,7,21,42,2.2,0,7.3,extreme,extreme,extreme,low,2.116255515,2.116255515,10,no
6,4,mar,sat,90.8,41.9,89.4,7.9,13.3,42,0.9,0,7.4,extreme,extreme,low,low,2.128231706,2.128231706,2.3,no
7,4,mar,sun,90.7,44,92.4,5.5,11.5,60,4,0,8.24,extreme,extreme,low,low,2.223541886,2.223541886,3.5,no
6,5,mar,fri,91.2,48.3,97.8,12.5,11.7,33,4,0,8.31,extreme,extreme,low,high,2.231089091,2.231089091,-1.3,no
2,5,aug,thu,95.2,131.7,578.8,10.4,24.2,28,2.7,0,8.68,extreme,extreme,extreme,high,2.270061901,2.270061901,10.2,no
2,2,aug,tue,94.8,108.3,647.1,17,24.6,22,4.5,0,8.71,extreme,extreme,extreme,extreme,2.273156282,2.273156282,9.6,no
4,5,sep,wed,92.9,133.3,699.6,9.2,24.3,25,4,0,9.41,extreme,extreme,extreme,low,2.342766883,2.342766883,9.3,no
2,2,aug,tue,94.8,108.3,647.1,17,24.6,22,4.5,0,10.01,extreme,extreme,extreme,extreme,2.398803951,2.398803951,9.6,no
2,5,aug,fri,93.9,135.7,586.7,15.1,23.5,36,5.4,0,10.02,extreme,extreme,extreme,high,2.399711804,2.399711804,11.5,no
6,5,apr,thu,81.5,9.1,55.2,2.7,5.8,54,5.8,0,10.93,high,low,low,low,2.479056236,2.479056236,-3.2,no
4,5,sep,thu,92.9,137,706.4,9.2,21.5,15,0.9,0,11.06,extreme,extreme,extreme,low,2.489894191,2.489894191,4.5,no
3,4,sep,tue,91,129.5,692.6,7,13.9,59,6.3,0,11.24,extreme,extreme,extreme,low,2.504709277,2.504709277,5.9,no
2,4,sep,mon,63.5,70.8,665.3,0.8,22.6,38,3.6,0,11.32,low,extreme,extreme,low,2.511223958,2.511223958,10.6,no
1,5,sep,tue,91,129.5,692.6,7,21.6,33,2.2,0,11.53,extreme,extreme,extreme,low,2.528125769,2.528125769,8.6,no
6,5,mar,sun,90.1,37.6,83.7,7.2,12.4,54,3.6,0,12.1,extreme,high,low,low,2.57261223,2.57261223,3.4,no
7,4,feb,sun,83.9,8.7,32.1,2.1,8.8,68,2.2,0,13.05,high,low,low,low,2.642622396,2.642622396,2.8,no
8,6,oct,wed,91.4,37.9,673.8,5.2,20.2,37,2.7,0,13.7,extreme,high,extreme,low,2.687847494,2.687847494,8.2,no
5,6,mar,sat,90.6,50.1,100.4,7.8,15.1,64,4,0,13.99,extreme,extreme,low,low,2.707383312,2.707383312,8.1,no
4,5,sep,thu,92.9,137,706.4,9.2,22.1,34,1.8,0,14.57,extreme,extreme,extreme,low,2.745345986,2.745345986,9.1,no
2,2,aug,sat,93.5,139.4,594.2,20.3,22.9,31,7.2,0,15.45,extreme,extreme,extreme,extreme,2.800325477,2.800325477,9.9,no
7,5,sep,tue,91,129.5,692.6,7,20.7,37,2.2,0,17.2,extreme,extreme,extreme,low,2.901421594,2.901421594,8.7,no
6,5,sep,fri,92.4,117.9,668,12.2,19.6,33,6.3,0,19.23,extreme,extreme,extreme,high,3.007166651,3.007166651,6.6,no
8,3,sep,thu,93.7,80.9,685.2,17.9,23.2,26,4.9,0,23.41,extreme,extreme,extreme,extreme,3.194992884,3.194992884,9.2,no
4,4,oct,sat,90.6,43.7,686.9,6.7,18.4,25,3.1,0,24.23,extreme,extreme,extreme,low,3.228033763,3.228033763,3.4,no
7,4,aug,sat,93.5,139.4,594.2,20.3,5.1,96,5.8,0,26,extreme,extreme,extreme,extreme,3.295836866,3.295836866,5.1,no
7,4,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0,26.13,extreme,extreme,extreme,high,3.300640127,3.300640127,10.1,no
7,3,mar,mon,87.6,52.2,103.8,5,11,46,5.8,0,27.35,high,extreme,low,low,3.34462703,3.34462703,1,no
4,4,mar,sat,91.7,35.8,80.8,7.8,17,27,4.9,0,28.66,extreme,high,low,low,3.389799337,3.389799337,3,no
4,4,mar,sat,91.7,35.8,80.8,7.8,17,27,4.9,0,28.66,extreme,high,low,low,3.389799337,3.389799337,3,no
4,4,sep,sun,92.4,124.1,680.7,8.5,16.9,60,1.3,0,29.48,extreme,extreme,extreme,low,3.417070731,3.417070731,8.9,no
1,3,sep,mon,88.6,91.8,709.9,7.1,12.4,73,6.3,0,30.32,high,extreme,extreme,low,3.444256871,3.444256871,7.4,no
4,5,sep,wed,92.9,133.3,699.6,9.2,19.4,19,1.3,0,31.72,extreme,extreme,extreme,low,3.487986512,3.487986512,3.4,no
6,5,mar,mon,90.1,39.7,86.6,6.2,15.2,27,3.1,0,31.86,extreme,high,low,low,3.492256113,3.492256113,1.2,no
8,6,aug,sun,90.2,99.6,631.2,6.3,16.2,59,3.1,0,32.07,extreme,extreme,extreme,low,3.498626527,3.498626527,8.2,no
3,4,sep,fri,93.3,141.2,713.9,13.9,18.6,49,3.6,0,35.88,extreme,extreme,extreme,high,3.607669399,3.607669399,8.6,no
4,3,mar,mon,87.6,52.2,103.8,5,11,46,5.8,0,36.85,high,extreme,low,low,3.63363098,3.63363098,1,no
2,2,jul,fri,88.3,150.3,309.9,6.8,13.4,79,3.6,0,37.02,high,extreme,extreme,low,3.638112337,3.638112337,9.4,no
7,4,sep,wed,90.1,82.9,735.7,6.2,15.4,57,4.5,0,37.71,extreme,extreme,extreme,low,3.656097965,3.656097965,7.4,no
4,4,sep,sun,93.5,149.3,728.6,8.1,22.9,39,4.9,0,48.55,extreme,extreme,extreme,low,3.902982261,3.902982261,10.9,no
7,5,oct,mon,91.7,48.5,696.1,11.1,16.1,44,4,0,49.37,extreme,extreme,extreme,high,3.91939576,3.91939576,5.1,no
8,6,aug,sat,92.2,81.8,480.8,11.9,20.1,34,4.5,0,58.3,extreme,extreme,extreme,high,4.082609306,4.082609306,7.1,no
4,6,sep,sun,93.5,149.3,728.6,8.1,28.3,26,3.1,0,64.1,extreme,extreme,extreme,low,4.175924549,4.175924549,14.3,no
8,6,aug,sat,92.2,81.8,480.8,11.9,16.4,43,4,0,71.3,extreme,extreme,extreme,high,4.280824129,4.280824129,5.4,no
4,4,sep,wed,92.9,133.3,699.6,9.2,26.4,21,4.5,0,88.49,extreme,extreme,extreme,low,4.494126887,4.494126887,11.4,no
1,5,sep,sun,93.5,149.3,728.6,8.1,27.8,27,3.1,0,95.18,extreme,extreme,extreme,low,4.566221436,4.566221436,13.8,no
6,4,sep,tue,91,129.5,692.6,7,18.7,43,2.7,0,103.39,extreme,extreme,extreme,low,4.648133885,4.648133885,7.7,no
9,4,sep,tue,84.4,73.4,671.9,3.2,24.3,36,3.1,0,105.66,high,extreme,extreme,low,4.669646205,4.669646205,12.3,no
4,5,sep,sat,92.5,121.1,674.4,8.6,17.7,25,3.1,0,154.88,extreme,extreme,extreme,low,5.04908648,5.04908648,2.7,no
8,6,aug,sun,91.4,142.4,601.4,10.6,19.6,41,5.8,0,196.48,extreme,extreme,extreme,high,5.285637313,5.285637313,8.6,no
2,2,sep,sat,92.5,121.1,674.4,8.6,18.2,46,1.8,0,200.94,extreme,extreme,extreme,low,5.307970624,5.307970624,8.2,no
1,2,sep,tue,91,129.5,692.6,7,18.8,40,2.2,0,212.88,extreme,extreme,extreme,low,5.36541511,5.36541511,6.8,no
6,5,sep,sat,92.5,121.1,674.4,8.6,25.1,27,4,0,1090.84,extreme,extreme,extreme,low,6.995619625,6.995619625,11.1,no
7,5,apr,sun,81.9,3,7.9,3.5,13.4,75,1.8,0,0,high,low,low,low,0,0,8.4,no
6,3,apr,wed,88,17.2,43.5,3.8,15.2,51,2.7,0,0,high,low,low,low,0,0,6.2,no
4,4,apr,fri,83,23.3,85.3,2.3,16.7,20,3.1,0,0,high,low,low,low,0,0,0.7,no
2,4,aug,sun,94.2,122.3,589.9,12.9,15.4,66,4,0,10.13,extreme,extreme,extreme,high,2.409644165,2.409644165,9.4,no
7,4,aug,sun,91.8,175.1,700.7,13.8,21.9,73,7.6,1,0,extreme,extreme,extreme,high,0,0,16.9,yes
2,4,aug,sun,91.8,175.1,700.7,13.8,22.4,54,7.6,0,2.87,extreme,extreme,extreme,high,1.353254507,1.353254507,13.4,no
3,4,aug,sun,91.8,175.1,700.7,13.8,26.8,38,6.3,0,0.76,extreme,extreme,extreme,high,0.565313809,0.565313809,14.8,no
5,4,aug,sun,91.8,175.1,700.7,13.8,25.7,39,5.4,0,0.09,extreme,extreme,extreme,high,0.086177696,0.086177696,13.7,no
2,4,aug,wed,92.2,91.6,503.6,9.6,20.7,70,2.2,0,0.75,extreme,extreme,extreme,low,0.559615788,0.559615788,14.7,no
8,6,aug,wed,93.1,157.3,666.7,13.5,28.7,28,2.7,0,0,extreme,extreme,extreme,high,0,0,14.7,no
3,4,aug,wed,93.1,157.3,666.7,13.5,21.7,40,0.4,0,2.47,extreme,extreme,extreme,high,1.244154594,1.244154594,9.7,no
8,5,aug,wed,93.1,157.3,666.7,13.5,26.8,25,3.1,0,0.68,extreme,extreme,extreme,high,0.518793793,0.518793793,11.8,no
8,5,aug,wed,93.1,157.3,666.7,13.5,24,36,3.1,0,0.24,extreme,extreme,extreme,high,0.21511138,0.21511138,12,no
6,5,aug,wed,93.1,157.3,666.7,13.5,22.1,37,3.6,0,0.21,extreme,extreme,extreme,high,0.19062036,0.19062036,10.1,no
7,4,aug,thu,91.9,109.2,565.5,8,21.4,38,2.7,0,1.52,extreme,extreme,extreme,low,0.924258902,0.924258902,9.4,no
6,3,aug,thu,91.6,138.1,621.7,6.3,18.9,41,3.1,0,10.34,extreme,extreme,extreme,low,2.428336298,2.428336298,7.9,no
2,5,aug,thu,87.5,77,694.8,5,22.3,46,4,0,0,high,extreme,extreme,low,0,0,12.3,no
8,6,aug,sat,94.2,117.2,581.1,11,23.9,41,2.2,0,8.02,extreme,extreme,extreme,high,2.199444334,2.199444334,12.9,no
4,3,aug,sat,94.2,117.2,581.1,11,21.4,44,2.7,0,0.68,extreme,extreme,extreme,high,0.518793793,0.518793793,10.4,no
3,4,aug,sat,91.8,170.9,692.3,13.7,20.6,59,0.9,0,0,extreme,extreme,extreme,high,0,0,12.6,no
7,4,aug,sat,91.8,170.9,692.3,13.7,23.7,40,1.8,0,1.38,extreme,extreme,extreme,high,0.867100488,0.867100488,11.7,no
2,4,aug,mon,93.6,97.9,542,14.4,28.3,32,4,0,8.85,extreme,extreme,extreme,high,2.287471455,2.287471455,15.3,no
3,4,aug,fri,91.6,112.4,573,8.9,11.2,84,7.6,0,3.3,extreme,extreme,extreme,low,1.458615023,1.458615023,8.2,no
2,4,aug,fri,91.6,112.4,573,8.9,21.4,42,3.1,0,4.25,extreme,extreme,extreme,low,1.658228077,1.658228077,10.4,no
6,3,aug,fri,91.1,141.1,629.1,7.1,19.3,39,3.6,0,1.56,extreme,extreme,extreme,low,0.940007258,0.940007258,7.3,no
4,4,aug,fri,94.3,167.6,684.4,13,21.8,53,3.1,0,6.54,extreme,extreme,extreme,high,2.020222182,2.020222182,12.8,no
4,4,aug,tue,93.7,102.2,550.3,14.6,22.1,54,7.6,0,0.79,extreme,extreme,extreme,high,0.58221562,0.58221562,13.1,no
6,5,aug,tue,94.3,131.7,607.1,22.7,19.4,55,4,0,0.17,extreme,extreme,extreme,extreme,0.157003749,0.157003749,10.4,no
2,2,aug,tue,92.1,152.6,658.2,14.3,23.7,24,3.1,0,0,extreme,extreme,extreme,high,0,0,8.7,no
3,4,aug,tue,92.1,152.6,658.2,14.3,21,32,3.1,0,0,extreme,extreme,extreme,high,0,0,8,no
4,4,aug,tue,92.1,152.6,658.2,14.3,19.1,53,2.7,0,4.4,extreme,extreme,extreme,high,1.686398954,1.686398954,10.1,no
2,2,aug,tue,92.1,152.6,658.2,14.3,21.8,56,3.1,0,0.52,extreme,extreme,extreme,high,0.418710335,0.418710335,13.8,no
8,6,aug,tue,92.1,152.6,658.2,14.3,20.1,58,4.5,0,9.27,extreme,extreme,extreme,high,2.329227024,2.329227024,12.1,no
2,5,aug,tue,92.1,152.6,658.2,14.3,20.2,47,4,0,3.09,extreme,extreme,extreme,high,1.40854497,1.40854497,10.2,no
4,6,dec,sun,84.4,27.2,353.5,6.8,4.8,57,8.5,0,8.98,high,low,extreme,low,2.30058309,2.30058309,-3.2,no
8,6,dec,wed,84,27.8,354.6,5.3,5.1,61,8,0,11.19,high,low,extreme,low,2.500615943,2.500615943,-1.9,no
4,6,dec,thu,84.6,26.4,352,2,5.1,61,4.9,0,5.38,high,low,extreme,low,1.853168097,1.853168097,-1.9,no
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0,17.85,high,low,extreme,low,2.936512914,2.936512914,-10.4,no
3,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0,10.73,high,low,extreme,low,2.462149663,2.462149663,-10.4,no
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0,22.03,high,low,extreme,low,3.136797714,3.136797714,-10.4,no
4,4,dec,mon,85.4,25.4,349.7,2.6,4.6,21,8.5,0,9.77,high,low,extreme,low,2.376764491,2.376764491,-10.4,no
4,6,dec,fri,84.7,26.7,352.6,4.1,2.2,59,4.9,0,9.27,high,low,extreme,low,2.329227024,2.329227024,-5.8,no
6,5,dec,tue,85.4,25.4,349.7,2.6,5.1,24,8.5,0,24.77,high,low,extreme,low,3.249211025,3.249211025,-9.9,no
6,3,feb,sun,84.9,27.5,353.5,3.4,4.2,51,4,0,0,high,low,extreme,low,0,0,-4.8,no
3,4,feb,wed,86.9,6.6,18.7,3.2,8.8,35,3.1,0,1.1,high,low,low,low,0.741937345,0.741937345,-4.2,no
5,4,feb,fri,85.2,4.9,15.8,6.3,7.5,46,8,0,24.24,high,low,low,low,3.228430038,3.228430038,-2.5,no
2,5,jul,sun,93.9,169.7,411.8,12.3,23.4,40,6.3,0,0,extreme,extreme,extreme,high,0,0,11.4,no
7,6,jul,wed,91.2,183.1,437.7,12.5,12.6,90,7.6,0.2,0,extreme,extreme,extreme,high,0,0,10.6,yes
7,4,jul,sat,91.6,104.2,474.9,9,22.1,49,2.7,0,0,extreme,extreme,extreme,low,0,0,12.1,no
7,4,jul,sat,91.6,104.2,474.9,9,24.2,32,1.8,0,0,extreme,extreme,extreme,low,0,0,11.2,no
7,4,jul,sat,91.6,104.2,474.9,9,24.3,30,1.8,0,0,extreme,extreme,extreme,low,0,0,10.3,no
2,5,jul,sat,91.6,104.2,474.9,9,18.7,53,1.8,0,0,extreme,extreme,extreme,low,0,0,9.7,no
9,4,jul,sat,91.6,104.2,474.9,9,25.3,39,0.9,0,8,extreme,extreme,extreme,low,2.197224577,2.197224577,13.3,no
4,5,jul,fri,91.6,100.2,466.3,6.3,22.9,40,1.3,0,2.64,extreme,extreme,extreme,low,1.291983682,1.291983682,10.9,no
7,6,jul,tue,93.1,180.4,430.8,11,26.9,28,5.4,0,86.45,extreme,extreme,extreme,high,4.471067201,4.471067201,12.9,no
8,6,jul,tue,92.3,88.8,440.9,8.5,17.1,67,3.6,0,6.57,extreme,extreme,extreme,low,2.024193067,2.024193067,11.1,no
7,5,jun,sun,93.1,180.4,430.8,11,22.2,48,1.3,0,0,extreme,extreme,extreme,high,0,0,12.2,no
6,4,jun,sun,90.4,89.5,290.8,6.4,14.3,46,1.8,0,0.9,extreme,extreme,high,low,0.641853886,0.641853886,4.3,no
8,6,jun,sun,90.4,89.5,290.8,6.4,15.4,45,2.2,0,0,extreme,extreme,high,low,0,0,4.4,no
8,6,jun,wed,91.2,147.8,377.2,12.7,19.6,43,4.9,0,0,extreme,extreme,extreme,high,0,0,8.6,no
6,5,jun,sat,53.4,71,233.8,0.4,10.6,90,2.7,0,0,low,extreme,high,low,0,0,8.6,no
6,5,jun,mon,90.4,93.3,298.1,7.5,20.7,25,4.9,0,0,extreme,extreme,high,low,0,0,5.7,no
6,5,jun,mon,90.4,93.3,298.1,7.5,19.1,39,5.4,0,3.52,extreme,extreme,high,low,1.508511994,1.508511994,7.1,no
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0,0,extreme,extreme,high,low,0,0,7.2,no
3,6,jun,fri,91.1,94.1,232.1,7.1,19.2,38,4.5,0,0,extreme,extreme,high,low,0,0,7.2,no
6,5,may,sat,85.1,28,113.8,3.5,11.3,94,4.9,0,0,high,low,low,low,0,0,10.3,no
1,4,sep,sun,89.6,84.1,714.3,5.7,19,52,2.2,0,0,high,extreme,extreme,low,0,0,10,no
7,4,sep,sun,89.6,84.1,714.3,5.7,17.1,53,5.4,0,0.41,high,extreme,extreme,low,0.343589704,0.343589704,8.1,no
3,4,sep,sun,89.6,84.1,714.3,5.7,23.8,35,3.6,0,5.18,high,extreme,extreme,low,1.821318271,1.821318271,10.8,no
2,4,sep,sun,92.4,105.8,758.1,9.9,16,45,1.8,0,0,extreme,extreme,extreme,low,0,0,5,no
2,4,sep,sun,92.4,105.8,758.1,9.9,24.9,27,2.2,0,0,extreme,extreme,extreme,low,0,0,10.9,no
7,4,sep,sun,92.4,105.8,758.1,9.9,25.3,27,2.7,0,0,extreme,extreme,extreme,low,0,0,11.3,no
6,3,sep,sun,92.4,105.8,758.1,9.9,24.8,28,1.8,0,14.29,extreme,extreme,extreme,low,2.72719902,2.72719902,10.8,no
2,4,sep,sun,50.4,46.2,706.6,0.4,12.2,78,6.3,0,0,low,extreme,extreme,low,0,0,8.2,no
6,5,sep,wed,92.6,115.4,777.1,8.8,24.3,27,4.9,0,0,extreme,extreme,extreme,low,0,0,10.3,no
4,4,sep,wed,92.6,115.4,777.1,8.8,19.7,41,1.8,0,1.58,extreme,extreme,extreme,low,0.947789399,0.947789399,8.7,no
3,4,sep,wed,91.2,134.7,817.5,7.2,18.5,30,2.7,0,0,extreme,extreme,extreme,low,0,0,4.5,no
4,5,sep,thu,92.4,96.2,739.4,8.6,18.6,24,5.8,0,0,extreme,extreme,extreme,low,0,0,3.6,no
4,4,sep,thu,92.4,96.2,739.4,8.6,19.2,24,4.9,0,3.78,extreme,extreme,extreme,low,1.564440547,1.564440547,4.2,no
6,5,sep,thu,92.8,119,783.5,7.5,21.6,27,2.2,0,0,extreme,extreme,extreme,low,0,0,7.6,no
5,4,sep,thu,92.8,119,783.5,7.5,21.6,28,6.3,0,4.41,extreme,extreme,extreme,low,1.688249093,1.688249093,7.6,no
6,3,sep,thu,92.8,119,783.5,7.5,18.9,34,7.2,0,34.36,extreme,extreme,extreme,low,3.565581238,3.565581238,5.9,no
1,4,sep,thu,92.8,119,783.5,7.5,16.8,28,4,0,7.21,extreme,extreme,extreme,low,2.105352923,2.105352923,2.8,no
6,5,sep,thu,92.8,119,783.5,7.5,16.8,28,4,0,1.01,extreme,extreme,extreme,low,0.698134722,0.698134722,2.8,no
3,5,sep,thu,90.7,136.9,822.8,6.8,12.9,39,2.7,0,2.18,extreme,extreme,extreme,low,1.156881197,1.156881197,0.9,no
6,5,sep,thu,88.1,53.3,726.9,5.4,13.7,56,1.8,0,4.42,high,extreme,extreme,low,1.690095815,1.690095815,5.7,no
1,4,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0,0,extreme,extreme,extreme,low,0,0,10.2,no
5,4,sep,sat,92.2,102.3,751.5,8.4,24.1,27,3.1,0,0,extreme,extreme,extreme,low,0,0,10.1,no
6,5,sep,sat,92.2,102.3,751.5,8.4,21.2,32,2.2,0,0,extreme,extreme,extreme,low,0,0,8.2,no
6,5,sep,sat,92.2,102.3,751.5,8.4,19.7,35,1.8,0,0,extreme,extreme,extreme,low,0,0,6.7,no
4,3,sep,sat,92.2,102.3,751.5,8.4,23.5,27,4,0,3.33,extreme,extreme,extreme,low,1.465567542,1.465567542,9.5,no
3,3,sep,sat,92.2,102.3,751.5,8.4,24.2,27,3.1,0,6.58,extreme,extreme,extreme,low,2.0255132,2.0255132,10.2,no
7,4,sep,sat,91.2,124.4,795.3,8.5,21.5,28,4.5,0,15.64,extreme,extreme,extreme,low,2.811809435,2.811809435,7.5,no
4,4,sep,sat,91.2,124.4,795.3,8.5,17.1,41,2.2,0,11.22,extreme,extreme,extreme,low,2.503073954,2.503073954,6.1,no
1,4,sep,mon,92.1,87.7,721.1,9.5,18.1,54,3.1,0,2.13,extreme,extreme,extreme,low,1.141033005,1.141033005,9.1,no
2,3,sep,mon,91.6,108.4,764,6.2,18,51,5.4,0,0,extreme,extreme,extreme,low,0,0,9,no
4,3,sep,mon,91.6,108.4,764,6.2,9.8,86,1.8,0,0,extreme,extreme,extreme,low,0,0,7.8,no
7,4,sep,mon,91.6,108.4,764,6.2,19.3,44,2.2,0,0,extreme,extreme,extreme,low,0,0,8.3,no
6,3,sep,mon,91.6,108.4,764,6.2,23,34,2.2,0,56.04,extreme,extreme,extreme,low,4.043752776,4.043752776,10,no
8,6,sep,mon,91.6,108.4,764,6.2,22.7,35,2.2,0,7.48,extreme,extreme,extreme,low,2.13771045,2.13771045,9.7,no
2,4,sep,mon,91.6,108.4,764,6.2,20.4,41,1.8,0,1.47,extreme,extreme,extreme,low,0.904218151,0.904218151,9.4,no
2,5,sep,mon,91.6,108.4,764,6.2,19.3,44,2.2,0,3.93,extreme,extreme,extreme,low,1.595338988,1.595338988,8.3,no
8,6,sep,mon,91.9,111.7,770.3,6.5,15.7,51,2.2,0,0,extreme,extreme,extreme,low,0,0,6.7,no
6,3,sep,mon,91.5,130.1,807.1,7.5,20.6,37,1.8,0,0,extreme,extreme,extreme,low,0,0,8.6,no
8,6,sep,mon,91.5,130.1,807.1,7.5,15.9,51,4.5,0,2.18,extreme,extreme,extreme,low,1.156881197,1.156881197,6.9,no
6,3,sep,mon,91.5,130.1,807.1,7.5,12.2,66,4.9,0,6.1,extreme,extreme,extreme,low,1.960094784,1.960094784,6.2,no
2,2,sep,mon,91.5,130.1,807.1,7.5,16.8,43,3.1,0,5.83,extreme,extreme,extreme,low,1.921324674,1.921324674,5.8,no
1,4,sep,mon,91.5,130.1,807.1,7.5,21.3,35,2.2,0,28.19,extreme,extreme,extreme,low,3.373826185,3.373826185,8.3,no
5,4,sep,fri,92.1,99,745.3,9.6,10.1,75,3.6,0,0,extreme,extreme,extreme,low,0,0,5.1,no
3,4,sep,fri,92.1,99,745.3,9.6,17.4,57,4.5,0,0,extreme,extreme,extreme,low,0,0,9.4,no
